HawtC2_ProjectName: SectionMESH_1_复合材料叶片截面属性示例弦长方向插值新的版本 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.HawtC2.PCS @CopyRight 赵子祯
计算时间：07/21/2025 23:30:59
-------------- 自定义网格 -----------------!（used only pre.SelfMesh is true）!该文件由PcsL自动生成
664                                   FEMNodeNum        -   自定义网格当中的有限元节点数量
578                                   FEMElementNum   -  自定义网格当中的单元数量
Q4                   ElememtType    -    单元类型{0：Q4单元；1：Q8单元}
!BeginNode  (节点编号，从零开始 ； 节点x坐标  ；节点y坐标)
98  0.24963706545645239498  0.14878781635144552875
99  0.25167637452763808037  0.14001163731315216521
100  0.25623483009852376924  0.12039429593343760339
101  0.25694213762876300100  0.11735039365877980577
102  0.26138063384252008259  0.09824929810484719916
103  0.26329998355657718845  0.08998936489233580471
104  0.27054785911670581333  0.15442776454501083716
105  0.27062805183325711056  0.15405529960946370838
106  0.27073539641446753290  0.15355672449888882469
107  0.27263181734918473520  0.14474856421206580559
108  0.27687087590914083446  0.12505973533563785605
109  0.27752862456851834505  0.12200474078554662816
110  0.28165612895584402064  0.10283403898481416339
111  0.28344099571793079928  0.09454400577368660130
112  0.27382374994082370190  0.15516821743369860198
113  0.27390300314792581649  0.15479555145837481378
114  0.27400909011806251492  0.15429670723943744726
115  0.27588329325714389118  0.14548379270487754589
116  0.28007268850920818970  0.12578433668644950494
117  0.28072273121837904020  0.12272769318805885896
118  0.28480187922696797997  0.10354664390695786369
119  0.28656583512257399748  0.09525213610972500800
120  0.29493621112409895701  0.15994028821071348823
121  0.29500939864116543232  0.15956638369436521030
122  0.29510736618369537432  0.15906588158586751347
123  0.29683812610172416457  0.15022367766907476772
124  0.30070688356555319576  0.13045875126683215139
125  0.30130717488007485727  0.12739194913142956600
126  0.30507412293696101191  0.10814715237135122394
127  0.30670307344804692562  0.09982507809672275245
128  0.29777288299999998822  0.16058146400000000709
129  0.29784525427167568568  0.16020740063767210937
130  0.29794212920226514907  0.15970668590069778126
131  0.29965358630934602058  0.15086072554748444774
132  0.30347919631340919411  0.13108740240500757479
133  0.30407279270182513420  0.12801929739903736283
134  0.30779772875841293622  0.10876632486557302748
135  0.30940851191801849174  0.10044071512137223157
136  0.36417837699999994205  0.17144800099999998877
137  0.36422900918704392836  0.17107038031513865928
138  0.36429678455552799710  0.17056490380784394834
139  0.36549414939874663721  0.16163481884563760116
140  0.36817061198947070855  0.14167345245952928101
141  0.36858590223753490145  0.13857616993934118721
142  0.37119193160218727501  0.11914010266865678045
143  0.37231886321933421735  0.11073531682187433278
144  0.43561421599999999854  0.17906352400000000169
145  0.43564378023417271724  0.17868367277115140834
146  0.43568335440590000296  0.17817521049631471208
147  0.43638249810641516202  0.16919237697419989286
148  0.43794528990756675935  0.14911310204241379207
149  0.43818777870491526505  0.14599752437797330895
150  0.43970944440603654257  0.12644665141807631681
151  0.44036746200652143735  0.11799221986785059235
152  0.51142668599999996371  0.18290849700000000322
153  0.51143450776610310804  0.18252757729720817115
154  0.51144497784671361096  0.18201768478166002740
155  0.51162994927083194074  0.17300958367364288604
156  0.51204341480709658629  0.15287382825572221057
157  0.51210756971279802752  0.14974948686143213505
158  0.51251015457705562106  0.13014361974398305777
159  0.51268424532916700986  0.12166540693643751458
160  0.59149753100000002082  0.18226441599999998466
161  0.59148447329337483502  0.18188363982388375262
162  0.59146699447348283218  0.18137393943065732715
163  0.59115820198872415236  0.17236923248365695893
164  0.59046795996396939099  0.15224106401389145282
165  0.59036085935188609142  0.14911789983970985540
166  0.58968878159094073599  0.12951942001388555559
167  0.58939815336999135109  0.12104440171082639366
168  0.67620621899999999727  0.17725782099999998209
169  0.67617672978830689612  0.17687796393952365248
170  0.67613725604037133721  0.17636949385857106365
171  0.67543988649350938935  0.16738652242840890150
172  0.67388106044758266933  0.14730693923157583969
173  0.67363918699209501817  0.14419131373554289199
174  0.67212138268421905973  0.12464014062283701456
175  0.67146503487540787347  0.11618557927680203679
176  0.76524684999999992296  0.16877584099999998202
177  0.76520554681866947977  0.16839708639974806936
178  0.76515025909562872641  0.16789009205295418736
179  0.76417350932190875046  0.15893319192626204073
180  0.76199018629829928795  0.13891188576071486493
181  0.76165141348554954437  0.13580530275339933177
182  0.75952554633098245951  0.11631087306589288355
183  0.75860625242630475018  0.10788084941724145061
184  0.85774606999999991608  0.15746090399999998488
185  0.85769589319410577399  0.15708322253613093977
186  0.85762872739094042629  0.15657766467110936781
187  0.85644213153501980162  0.14764614238906181853
188  0.85378974079825609156  0.12768156317036727376
189  0.85337818563180189990  0.12458378213469595286
190  0.85079559465126886053  0.10514458657965126964
191  0.84967879855157890656  0.09673844796125356804
192  0.93717916870770767712  0.14609429103899293501
193  0.93712392553234913350  0.14571731731102730012
194  0.93704997797478251087  0.14521270680902606531
195  0.93574357112443895534  0.13629792127367101884
196  0.93282336757661221682  0.11637075360640680710
197  0.93237025754250302256  0.11327877749120320028
198  0.92952690145646121866  0.09387600897307751824
199  0.92829734206790259776  0.08548562258686100146
200  0.95751614992675404547  0.14311446085354836977
201  0.95745968241508450092  0.14273766857639044736
202  0.95738409598214102569  0.14223330096129715994
203  0.95604873566680692587  0.13332280642798247094
204  0.95306381260900130403  0.11340523041233789570
205  0.95260066044635771654  0.11031474257475649969
206  0.94969428799533639474  0.09092131329636572723
207  0.94843747828678659495  0.08253496550030485490
208  0.96066566249201390537  0.14261675664668296837
209  0.96060904243688660653  0.14223998726183675889
210  0.96053325181191306914  0.14173565028999537962
211  0.95919428410404750096  0.13282569712079783653
212  0.95620129746293625050  0.11290933121317980881
213  0.95573689412363771467  0.10981903114062240012
214  0.95282267028887146498  0.09042678012531010778
215  0.95156246538735089757  0.08204094184841831394
216  0.98096364107259981235  0.13940915257427674567
217  0.98090603812158527752  0.13903253220834518866
218  0.98082893180920371901  0.13852839471064151700
219  0.97946672029046233376  0.12962196558454341933
220  0.97642177689562870135  0.10971347694973593301
221  0.97594931174623167358  0.10662439914517915507
222  0.97298449844073575665  0.08723981810602449150
223  0.97170241701133208689  0.07885729657557923045
224  1.01953999999999989079  0.13331309303303351399
225  1.01948053014091311042  0.13293676294406878147
226  1.01940092481772626165  0.13243301400608448182
227  1.01849599316568006913  0.12670653315760838087
228  1.01642274919732145122  0.11358687726737788648
229  1.01593497148171540978  0.11050018034345450435
230  1.01397505659144893109  0.09809768004591738755
231  1.01308088651216077203  0.09243929930219400848
232  1.04960470699999985911  0.12856209399999998788
233  1.04954250844039798096  0.12818620526754920252
234  1.04945925052597033300  0.12768304712174893822
235  1.04903723371684631793  0.12513264459683534624
236  1.04798836070441447887  0.11879391987927774565
237  1.04747820191502905018  0.11571084300550166235
238  1.04657986405567937638  0.11028185748839344771
239  1.04609383502415287381  0.10734460560082290104
240  1.14696275899999999837  0.11222836399999999712
241  1.14689880401076305105  0.11185277012444862221
242  1.14681319497005218544  0.11135000666898614563
243  1.14637926079765173348  0.10880160474615450938
244  1.14530076858416052232  0.10246785228914909172
245  1.14477620338372632069  0.09938719386107019993
246  1.14385249729642146654  0.09396246698142107778
247  1.14335274325582836319  0.09102751915063532484
248  1.24376878500000009886  0.09550042200000000148
249  1.24370377624836092600  0.09512500907772600267
250  1.24361675665955240255  0.09462248784318599837
251  1.24317567271633011572  0.09207531368712593145
252  1.24207941059060322786  0.08574461269964596399
253  1.24154620232584544937  0.08266543846839595477
254  1.24060727667932835239  0.07724332510875246693
255  1.24009928837859884077  0.07430979127447591426
256  1.33877349700000003452  0.07901326699999999814
257  1.33870890191907898625  0.07863778267872839622
258  1.33862243606272790508  0.07813516587072703856
259  1.33818415887254960062  0.07558750727294784311
260  1.33709487260052517499  0.06925560226270310871
261  1.33656505730425623213  0.06617584240975363241
262  1.33563210633094375801  0.06075269782972380489
263  1.33512735051630082594  0.05781860607278992842
264  1.43064444399999990409  0.06335194699999999179
265  1.43058156026368354929  0.06297617228596655292
266  1.43049738518357516526  0.06247316676324463774
267  1.43007071945504615762  0.05992353785252690912
268  1.42901029210166075067  0.05358673586182408077
269  1.42849451342452615776  0.05050459417847898841
270  1.42758627951313243898  0.04507725543682056940
271  1.42709489640625375451  0.04214089450655375546
272  1.51798808999999979008  0.04902273599999999731
273  1.51792803758308458839  0.04864649843246771077
274  1.51784765245807928835  0.04814287334207016655
275  1.51744019721266720779  0.04559010397347162263
276  1.51642751524965824217  0.03924549674504686919
277  1.51593495933663779951  0.03615955869114034077
278  1.51506761835630054946  0.03072553492616287435
279  1.51459835961106481506  0.02778555718805959460
280  1.59938198100000006363  0.03641923799999999961
281  1.59932565373537238784  0.03604242473157706628
282  1.59925025503468987154  0.03553802901794006486
283  1.59886807492253035790  0.03298135352266530484
284  1.59791821132263134331  0.02662703807701970182
285  1.59745620948021338492  0.02353637806698905335
286  1.59664267111771041030  0.01809403941644115860
287  1.59620252128062878327  0.01514956306376988825
288  1.67340900200000008979  0.02578991599999999954
289  1.67335701489982646706  0.02541247946041280681
290  1.67328742586809831039  0.02490724944679215472
291  1.67293469374260794780  0.02234634506085429392
292  1.67205801964089939560  0.01598151920616063676
293  1.67163161626021139483  0.01288574706387722937
294  1.67088076317643308144  0.00743440646718980264
295  1.67047452804637686086  0.00448505977857697850
296  1.89999999999999991118  0.00000000000000000000
297  1.89670830382878019549  -0.00002209634976230031
298  1.89230209635549373459  -0.00005167414078270230
299  1.86996795994339226610  -0.00020159772550341150
300  1.81445909766076596270  -0.00057421511547647072
301  1.78746027735876511500  -0.00075545158006226718
302  1.73991809453312429312  -0.00107459060308737002
303  1.71419627858725664993  -0.00124725485036228465
304  0.00043760799999997824  -0.00363827200000000012
305  0.00050065430601209382  -0.00362296148473990930
306  0.00080784714495996113  -0.00354836106885513154
307  0.00130344285081179789  -0.00342800785393680349
308  0.00540866857456545613  -0.00243107202905934721
309  0.00592578066455967667  -0.00230549365586306398
310  0.00917076245169151649  -0.00151746424838174795
311  0.01057399781909990066  -0.00117669477487631399
312  0.00151895499999998851  -0.00625481900000000000
313  0.00157633667261403154  -0.00622454372580938300
314  0.00185592861112499063  -0.00607702759018114748
315  0.00230699564963876558  -0.00583903908884882486
316  0.00604337186876119370  -0.00386768117333245775
317  0.00651402207064794014  -0.00361936035483986221
318  0.00946744621752743098  -0.00206109755463512430
319  0.01074460260536719280  -0.00138725418157361648
320  0.00323545299999999925  -0.00894111499999999948
321  0.00328698731520016274  -0.00890170100583358159
322  0.00353808803133942584  -0.00870965649873856225
323  0.00394319004179377597  -0.00839983015846734737
324  0.00729881878196386724  -0.00583340949146105361
325  0.00772150837514107291  -0.00551013198025356379
326  0.01037397011024682181  -0.00348150094192432131
327  0.01152098059029249555  -0.00260425508751167649
328  0.00673962299999997239  -0.01308091099999999889
329  0.00678813889763968392  -0.01303783599268119008
330  0.00702453238796058033  -0.01282795321567242221
331  0.00740590715924643872  -0.01248934830751739777
332  0.01056499329132282172  -0.00968454277200961333
333  0.01096292552261951547  -0.00933123726578578838
334  0.01346002986045252703  -0.00711417455313003485
335  0.01453985876329921823  -0.00615544473144106086
336  0.00779000000000001913  -0.01407095594028655826
337  0.00794291387948642402  -0.01390872368651957340
338  0.00822623174884290487  -0.01360814079219667405
339  0.00911446367275875469  -0.01266578116226216300
340  0.01263584274204981872  -0.00892981380143294257
341  0.01313992910964428829  -0.00839500906177988344
342  0.01630317188357310876  -0.00503900235950900666
343  0.01767106065067747256  -0.00358775621798646579
344  0.01124959599999997284  -0.01733183799999999872
345  0.01146810977340900761  -0.01701972787387373912
346  0.01176060852521637612  -0.01660194266567323329
347  0.01295353248620795261  -0.01489805168381189149
348  0.01641957438422120275  -0.00994739453725815986
349  0.01695737879987613272  -0.00917923149937432611
350  0.02033220906899430025  -0.00435885480404569082
351  0.02179159513131562198  -0.00227436758444412006
352  0.03439273599999997932  -0.03269599799999999695
353  0.03457567936079752879  -0.03236179338192881477
354  0.03482056417446349750  -0.03191443286955006342
355  0.03581929993008653446  -0.03008992226524643751
356  0.03872112778100494923  -0.02478880467127242415
357  0.03917138657117968936  -0.02396626284003266355
358  0.04199685053128449086  -0.01880464834063691471
359  0.04321867278430274739  -0.01657259882738469983
360  0.06595221099999998282  -0.04727600899999999384
361  0.06609324496894858347  -0.04692207338494746444
362  0.06628203059667497898  -0.04644830130180627875
363  0.06705197199784040940  -0.04451607401353305932
364  0.06928903759692200959  -0.03890198547424973674
365  0.06963614931475364811  -0.03803088186524972159
366  0.07181434476649095622  -0.03256453249805280059
367  0.07275626712399896334  -0.03020070574467034752
368  0.10619643400000000621  -0.06130786999999999348
369  0.10630747430878062509  -0.06094341005730957023
370  0.10645611094258145002  -0.06045555029150349868
371  0.10706230909162151033  -0.05846586794025325495
372  0.10882361848918309377  -0.05268484365146430815
373  0.10909691004168459161  -0.05178783764836274867
374  0.11081186919194191409  -0.04615894557769982531
375  0.11155347314880992293  -0.04372483008768342921
376  0.15452226899999998988  -0.07426072100000000176
377  0.15460867099236008659  -0.07388964729341841731
378  0.15472432720260598238  -0.07339293445783676151
379  0.15519601832466112246  -0.07136714583605249795
380  0.15656651740542837370  -0.06548121473799140002
381  0.15677916932337260247  -0.06456793099015421811
382  0.15811360263885643196  -0.05883689281572630075
383  0.15869065488339001435  -0.05635860603759531434
384  0.21040229499999996143  -0.08557149699999999637
385  0.21047545722162575021  -0.08519758753324796485
386  0.21057339090411686389  -0.08469707879822556407
387  0.21097280264761975044  -0.08265580901842470296
388  0.21213329391345780994  -0.07672489739849475132
389  0.21231336020967150890  -0.07580463429957315369
390  0.21344331223167178901  -0.07002979930122030239
391  0.21393194013307725854  -0.06753257335598664146
392  0.21792999999999995708  -0.08666760256013668340
393  0.21798489830152345537  -0.08629057845415692707
394  0.21805838421694867524  -0.08578590051701867614
395  0.21885736191157123542  -0.08029877536645504965
396  0.22074374398399260189  -0.06734370217377268208
397  0.22103644229463392801  -0.06533354310092598372
398  0.22287318273357059617  -0.05271939288699841603
399  0.22366744886932693470  -0.04726462522692163187
400  0.25743663909280395385  -0.09242014556918604073
401  0.25748230776856867452  -0.09204189251625202739
402  0.25754343906683641041  -0.09153556953200965574
403  0.25862342533623294827  -0.08259053014372774726
404  0.26103751229135468970  -0.06259573621697994694
405  0.26141209132485793143  -0.05949326695078893668
406  0.26376264967589752031  -0.04002465181158712526
407  0.26477910734121190561  -0.03160579121085120569
408  0.27638901309493391079  -0.09503203798954881765
409  0.27643285498217501361  -0.09465356885088208050
410  0.27649154097297018451  -0.09414695661802109650
411  0.27752832681035144446  -0.08519680717081042076
412  0.27984584809390955495  -0.06519059075939831471
413  0.28020544362574267838  -0.06208634913647563536
414  0.28246197750710189123  -0.04260661210431121448
415  0.28343777594228425354  -0.03418294203634822392
416  0.27963877593987956915  -0.09534260288006617123
417  0.27968184348078484192  -0.09496404484366967325
418  0.27973949294498878793  -0.09445731361384759883
419  0.28075796681259168608  -0.08550506188699083521
420  0.28303455545782169045  -0.06549414626225218139
421  0.28338779972377720062  -0.06238917549128354667
422  0.28560447814150119461  -0.04290486290930116409
423  0.28656304178159802687  -0.03447921422520067863
424  0.30058284752298530806  -0.09734413148647244607
425  0.30062091927924816659  -0.09696503843539519552
426  0.30067188147267087661  -0.09645759104418942520
427  0.30157221355647179095  -0.08749268713288738120
428  0.30358472056732094257  -0.06745349015468281306
429  0.30389698890937177911  -0.06434413113994154332
430  0.30585653520940914163  -0.04483228145063709869
431  0.30670390658239826687  -0.03639472482823517818
432  0.34328960599999996939  -0.10142542000000000224
433  0.34331747120618183455  -0.10104544035543408520
434  0.34335477108847256567  -0.10053680618554269866
435  0.34401373567560855626  -0.09155093585079489282
436  0.34548671534097136204  -0.07146487274959391345
437  0.34571526854128215023  -0.06834824180663198745
438  0.34714948558387226374  -0.04879075931335734306
439  0.34776968754823556207  -0.04033346958653587222
440  0.41970770099999998859  -0.10547644800000000043
441  0.41972128239489969737  -0.10509569014294045664
442  0.41973946221484420560  -0.10458601427128594308
443  0.42006063903386403613  -0.09558174053872292575
444  0.42077856368814370303  -0.07545454043064089844
445  0.42088995964368608460  -0.07233152651118923693
446  0.42158899154390577779  -0.05273398956384620084
447  0.42189127560886563462  -0.04425937899202218861
448  0.50224094599999991040  -0.10709511500000000461
449  0.50224325701692107415  -0.10671412200898731937
450  0.50224635050413835025  -0.10620413139109632916
451  0.50230100211164385726  -0.09719429714168879852
452  0.50242316452842095131  -0.07705466764301313609
453  0.50244211971970342834  -0.07392972513142617719
454  0.50256106733603900238  -0.05432008588271565463
455  0.50261250414310310042  -0.04584024188327326388
456  0.59018161000000002314  -0.10651050400000000584
457  0.59017502637060448301  -0.10612956088636756047
458  0.59016621363834276259  -0.10561963703347374000
459  0.59001052203505155447  -0.09661098229901618484
460  0.58966250551004761871  -0.07647398936316987528
461  0.58960850592511027113  -0.07334945595083026959
462  0.58926964772971168749  -0.05374238388171675984
463  0.58912311445602583149  -0.04526365001399199756
464  0.68274396699999995164  -0.10397558099999999748
465  0.68273050201489648980  -0.10359481900849328018
466  0.68271247801908874209  -0.10308513760253940061
467  0.68239405409315123663  -0.09408076609735423201
468  0.68168228296458499571  -0.07395334743870504712
469  0.68157184181380203736  -0.07083029960810531545
470  0.68087880150440860394  -0.05123254986152583901
471  0.68057910839764390598  -0.04275784726841039274
472  0.77899980999999995923  -0.09983327699999999805
473  0.77898119468059845438  -0.09945273203566125375
474  0.77895627653651766664  -0.09894334113851489809
475  0.77851605599109008349  -0.08994410195559596199
476  0.77753203359542832906  -0.06982815554671835401
477  0.77737934888905080300  -0.06670688779459607587
478  0.77642122181959072336  -0.04712030839647840530
479  0.77600689660036470396  -0.03865043622431940662
480  0.87788405599999996820  -0.09442980999999998903
481  0.87786166280462019085  -0.09404946864700154674
482  0.87783168766119845650  -0.09354035030046820021
483  0.87730212679408081655  -0.08454592617837913826
484  0.87611840250287664755  -0.06444074284665064767
485  0.87593473128092957936  -0.06132114513504927783
486  0.87478215762896760488  -0.04174504557520837544
487  0.87428374740109215946  -0.03327970522500690864
488  0.93210628959465990917  -0.09101113740521167561
489  0.93208259957238581705  -0.09063087462390820304
490  0.93205088851894801749  -0.09012186145208465893
491  0.93149065990821400263  -0.08112929541653535193
492  0.93023838419010274059  -0.06102826545471924657
493  0.93004407626462615166  -0.05790931219599653595
494  0.92882475517067575321  -0.03833725670685979997
495  0.92829748118410260194  -0.02987366514398985887
496  0.95232402548695449518  -0.08973642378606519476
497  0.95229985198809341540  -0.08935619143347954541
498  0.95226749376127151070  -0.08884721899301056824
499  0.95169583175408378750  -0.07985537254472542534
500  0.95041799903213475265  -0.05975595107208804546
501  0.95021972558347089777  -0.05663724739274386688
502  0.94897552003841534329  -0.03706675806412326746
503  0.94843748520812098945  -0.02860384375985489808
504  0.95546108728752154882  -0.08953863430941012835
505  0.95543683877418184025  -0.08915840673334440858
506  0.95540438013427830821  -0.08864944068664225296
507  0.95483094416264979731  -0.07965770719490428142
508  0.95354914610842134159  -0.05955853821337232790
509  0.95335025738352241476  -0.05643987371152092009
510  0.95210219085703684527  -0.03686963022950296570
511  0.95156248641315122061  -0.02840682223727898637
512  0.97567882317981602380  -0.08826392069026364751
513  0.97565409123741297925  -0.08788372425284612932
514  0.97562098548773967810  -0.08737479988779905948
515  0.97503611724351102463  -0.07838380277196742296
516  0.97372876469758817830  -0.05828627980716728774
517  0.97352591083929573834  -0.05516787070761413475
518  0.97225296230773927686  -0.03559922992609820813
519  0.97170249807787700824  -0.02713711499355078022
520  0.97817838699999992702  -0.08810632499999999923
521  0.97815359529316803222  -0.08772613245500159029
522  0.97812040954386558766  -0.08721721330027931707
523  0.97753412797285543778  -0.07822630823351914287
524  0.97622361622589148844  -0.05812899102546698060
525  0.97602027217379305757  -0.05501061385192363568
526  0.97474424757806499287  -0.03544217341250442688
527  0.97419245315829072762  -0.02698014511437719920
528  1.01953999999999989079  -0.08519266771292453855
529  1.01951322736643956723  -0.08481260952515291829
530  1.01947738998293369050  -0.08430387021868697428
531  1.01907000035919059755  -0.07852066021927443795
532  1.01813665022353405654  -0.06527103498854941455
533  1.01791705841283586231  -0.06215375982638066121
534  1.01703472769989344826  -0.04962839466122499765
535  1.01663218281007794452  -0.04391395939749883487
536  1.07858989100000002281  -0.08103298600000000129
537  1.07856145027294925143  -0.08065304899858420640
538  1.07852338000839331755  -0.08014447191007487148
539  1.07833040986638484249  -0.07756660190742499517
540  1.07785080533457011676  -0.07115961001307659350
541  1.07761753165469253979  -0.06804332883348507277
542  1.07720676037605511688  -0.06255587390326848574
543  1.07698452019697654691  -0.05958698822454551458
544  1.17796674999999995137  -0.07333340699999998935
545  1.17793622078427140387  -0.07295363211011521298
546  1.17789535490494978731  -0.07244527202129306953
547  1.17768821438128967749  -0.06986850194429226890
548  1.17717339103693285907  -0.06346424378543510936
549  1.17692298736461853359  -0.06034929226078959014
550  1.17648205190757915162  -0.05486417871800514795
551  1.17624349195942601298  -0.05189655980351150916
552  1.27517576600000004383  -0.06522990699999998976
553  1.27514320127121294490  -0.06485030123286911197
554  1.27509961068937172080  -0.06434216752883566148
555  1.27487865922328102997  -0.06176654494858418998
556  1.27432951041017861193  -0.05536513875757805708
557  1.27406241125674046799  -0.05225157439462799897
558  1.27359207675162910967  -0.04676890350282596198
559  1.27333761099397069216  -0.04380260613932672464
560  1.36904148500000011346  -0.05694193599999999855
561  1.36900716586812620790  -0.05656248482107520403
562  1.36896122687270427321  -0.05605455804613650173
563  1.36872837179345374636  -0.05347998434582491856
564  1.36814963795358490728  -0.04708118502221943225
565  1.36786814901104913922  -0.04396888860715385261
566  1.36737247554755181334  -0.03848845044291038936
567  1.36710430061658394507  -0.03552336105523190568
568  1.45841592699999988980  -0.04865690999999999766
569  1.45838002671234390206  -0.04827760514985144497
570  1.45833197120918223177  -0.04776987424807779825
571  1.45808838799857065638  -0.04519629338753018005
572  1.45748299065332687086  -0.03879996165007666004
573  1.45718853291336603029  -0.03568886543822831492
574  1.45667002271362178156  -0.03021054071005885300
575  1.45638949239020809578  -0.02724659475775665501
576  1.54219321599999981132  -0.04055354299999999745
577  1.54215583744350404061  -0.04017438097195094593
578  1.54210580315528078543  -0.03966684124936559891
579  1.54185218990051886578  -0.03709422943580376747
580  1.54122186406333971931  -0.03070030615035783395
581  1.54091528141491407311  -0.02759038137961429549
582  1.54037542048174813658  -0.02211411944035750199
583  1.54008333874014624598  -0.01915128952172463067
584  1.61931727499999977837  -0.03279493099999999939
585  1.61927842776104924383  -0.03241591663084506664
586  1.61922642751993395294  -0.03190857456189752361
587  1.61896284926458244868  -0.02933696461294051441
588  1.61830775659356751461  -0.02294553134382424850
589  1.61798912766516655992  -0.01983681768605743273
590  1.61742805445536896869  -0.01436268839385402424
591  1.61712449620505704928  -0.01140101230434140828
592  0.26329998355657718845  0.07782984928201711061
593  0.26329998355657718845  0.06567033367169840263
594  0.26329998355657718845  0.05351081806137970159
